Location,Batch_no,Tin_no,Sample_ID,Lab_dupe,Collection_date,TSS_Analysis_date,Dirty_weight_date,volume_mL,clean_dry_mass_g,dirty_dry_mass_1-g,dirty_dry_mass_2_g,sediment_mass_mg,TSS_mg/L,pH,EC_mS/cm,pH_EC_datetime,Sample_type,Lab_technicians,Out_of_Hold_Time,BAD_GOOD,Notes,,,,
,29,29,K-CT2-03-GBH-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1951,1.2202,,25.1,836.6666667,8.29,0.1613,9/1/23 11:00,,Person B,FALSE,,,,,,
,29,30,K-INF-03-GBH-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2057,1.2066,,0.9,30,8,0.1623,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,29,31,K-MT2-03-GBH-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2203,1.2308,,10.5,350,8.26,0.162,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,29,32,K-CT2-03-LC-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1906,1.2199,,29.3,976.6666667,8.26,0.1615,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,29,33,K-ST2-03-GBH-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1998,1.2054,,5.6,186.6666667,8.33,0.1606,9/1/23 11:00,,Person B,FALSE,,,,,,
,29,34,K-ST2-03-GB-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1925,1.201,,8.5,283.3333333,8.29,0.1639,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,29,35,K-CT2-03-GB-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1986,1.218,,19.4,646.6666667,8.31,0.1628,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,29,36,K-ST1-03-GBH-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2011,1.2054,,4.3,143.3333333,8.22,0.1623,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,30,13,Stock Solution,,,8/30/2023,8/31/2023,30,1.2056,1.209,,3.4,113.3333333,,,,,Person B,TRUE,,,,,,
,30,14,DI,,,8/30/2023,8/31/2023,30,1.2173,1.2173,,0,0,,,,,Person B,TRUE,,,,,,
,30,15,K-ST2-03-LC-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2212,1.2531,,31.9,1063.333333,8.2,0.162,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,30,16,K-ST1-03-GB-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2159,1.2229,,7,233.3333333,8.2,0.1631,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,30,17,K-ST1-03-LC-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1992,1.2032,,4,133.3333333,8.2,0.1619,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,30,18,K-MT1-03-GB-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1944,1.1974,,3,100,8.3,0.1637,9/1/23 11:00,,Person B,FALSE,,,,,,
,30,19,K-INF-03-GB-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2175,1.2183,,0.8,26.66666667,8.01,0.1622,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,30,20,K-CT1-03-GB-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1929,1.2152,,22.3,743.3333333,8.26,0.1629,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,30,21,K-CT1-03-GBH-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2059,1.2218,,15.9,530,8.29,0.1617,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,30,22,K-MT2-03-LC-4-D,,8/23/2023,8/30/2023,8/31/2023,30,1.1919,1.2587,,66.8,2226.666667,8.23,0.1624,9/1/23 11:00,,Person B,FALSE,,,,,,
,30,23,K-MT2-03-GB-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2134,1.2323,,18.9,630,8.26,0.164,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,30,24,K-MT1-03-GBH-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2072,1.2105,,3.3,110,8.31,0.1622,9/1/23 11:00,,Person B,FALSE,,,,,,
,31,146,Stock Solution,,,8/30/2023,8/31/2023,30,1.2068,1.2096,,2.8,93.33333333,,,,,Person B,TRUE,,,,,,
,31,147,DI,,,8/30/2023,8/31/2023,30,1.2018,1.2018,,0,0,,,,,Person B,TRUE,,,,,,
,31,148,K-ST1-03-ISC-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2074,1.2109,,3.5,116.6666667,8.24,0.1619,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,31,149,K-MT1-03-ISC-4,,8/23/2023,8/30/2023,8/31/2023,30,1.2085,1.2127,,4.2,140,8.28,0.1619,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,31,150,K-MT2-03-ISC-4-D,,8/23/2023,8/30/2023,8/31/2023,30,1.2105,1.2248,,14.3,476.6666667,8.23,0.1616,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,31,151,K-MT1-03-LC-4-D,,8/23/2023,8/30/2023,8/31/2023,30,1.1926,1.1973,,4.7,156.6666667,8.27,0.163,9/1/23 11:00,,Person B,FALSE,,,,,,
,31,152,K-ST2-03-ISC-4,,8/23/2023,8/30/2023,8/31/2023,30,1.1995,1.2054,,5.9,196.6666667,8.26,0.1617,9/1/23 8:00,,Person B,FALSE,,"ph, EC collected by Jake",,,,
,32,1,Stock Solution,,8/23/2023,9/7/2023,9/8/2023,30,1.2179,1.221,,3.1,103.3333333,,,,,Person B,TRUE,,RETEST,,,,
,32,2,DI,,8/23/2023,9/7/2023,9/8/2023,30,1.2235,1.2235,,0,0,,,,,Person B,TRUE,,RETEST,,,,
,32,3,K-INF-02-GB-4,,8/23/2023,9/7/2023,9/8/2023,30,1.2127,1.2137,,1,33.33333333,8.21,0.1048,10/6/23 10:30,,Person B,TRUE,,RETEST,,,,
,32,4,K-INF-02-GBH-4,,8/23/2023,9/7/2023,9/8/2023,30,1.2101,1.2112,,1.1,36.66666667,8.14,0.1286,10/6/23 10:30,,Person B,TRUE,,RETEST,,,,
,33,13,Stock Solution,,9/13/2023,9/26/2023,9/27/2023,30,1.1968,1.1996,,2.8,93.33333333,,,,,Person B,TRUE,,,,,,
,33,14,DI,,9/13/2023,9/26/2023,9/27/2023,30,1.2058,1.2059,,0.1,3.333333333,,,,,Person B,TRUE,,,,,,
,33,15,GU-03-IN-LC-4,,9/13/2023,9/26/2023,9/27/2023,30,1.2177,1.2184,,0.7,23.33333333,7.98,0.0212,10/2/23 10,,Person B,TRUE,,,,,,
,33,16,GU-03-IN-GB-4-D,,9/13/2023,9/26/2023,9/27/2023,30,1.2011,1.2019,,0.8,26.66666667,7.93,0.0245,10/2/23 10,,Person B,TRUE,,,,,,
,33,17,GU-03-IN-LC-4-D,,9/13/2023,9/26/2023,9/27/2023,30,1.201,1.2028,,1.8,60,7.98,0.0208,10/2/23 10,,Person B,TRUE,,,,,,
,33,18,GU-03-IN-GB-4,,9/13/2023,9/26/2023,9/27/2023,30,1.1978,1.1984,,0.6,20,7.94,0.0224,10/2/23 10,,Person B,TRUE,,,,,,
,33,19,GU-03-OT-ISC-4,,9/13/2023,9/26/2023,9/27/2023,30,1.1891,1.1912,,2.1,70,7.84,0.0344,10/2/23 10,,Person B,TRUE,,,,,,
,33,20,BK-GU-03-4,,9/13/2023,9/26/2023,9/27/2023,30,1.187,1.1868,,-0.2,-6.666666667,6.21,oor,10/6/23 10:30,,Person B,TRUE,,,,,,
,33,21,MOL-02-IN-GB-4,,9/13/2023,9/26/2023,9/27/2023,30,1.1891,1.1896,,0.5,16.66666667,8.31,0.029,10/2/23 10,,Person B,TRUE,,,,,,
,33,22,GU-03-OT-ISC-4-D,,9/13/2023,9/26/2023,9/27/2023,30,1.2034,1.2041,,0.7,23.33333333,7.51,0.0336,10/2/23 10,,Person B,TRUE,,,,,,
,34,1,Stock Solution,,,,9/27/2023,30,1.2221,1.2252,,3.1,103.3333333,,,,,Person B,FALSE,,,,,,
,34,2,DI,,,,9/27/2023,30,1.224,1.224,,0,0,,,,,Person B,FALSE,,,,,,
,34,3,MOL-02-OT-ISC-4,,9/13/2023,9/26/2023,9/27/2023,30,1.2146,1.2157,,1.1,36.66666667,8.01,0.0406,10/2/23 10,,Person B,TRUE,,,,,,
,34,4,MOL-02-IN-GB-4-D,,9/13/2023,9/26/2023,9/27/2023,30,1.2078,1.2082,,0.4,13.33333333,8.31,0.0289,10/2/23 10,,Person B,TRUE,,,,,,
,34,5,MOL-02-OT-ISC-4-D,,9/13/2023,9/26/2023,9/27/2023,30,1.2084,1.2083,,-0.1,-3.333333333,8.11,0.0405,10/2/23 10,,Person B,TRUE,,,,,,
,34,6,K-CT2-04-ISC-4,,9/20/2023,9/26/2023,9/27/2023,30,1.2155,1.2504,,34.9,1163.333333,8.26,0.1614,10/2/23 10,,Person B,FALSE,,,,,,
,34,7,K-CT2-04-LC-4,,9/20/2023,9/26/2023,9/27/2023,30,1.2116,1.2398,,28.2,940,8.21,0.1588,10/2/23 10,,Person B,FALSE,,,,,,
,34,8,K-CT1-04-GBH-4,,9/20/2023,9/26/2023,9/27/2023,30,1.2043,1.2302,,25.9,863.3333333,8.14,0.1624,10/2/23 10,,Person B,FALSE,,,,,,
,34,9,K-CT1-04-ISC-4,,9/20/2023,9/26/2023,9/27/2023,30,1.208,1.2477,,39.7,1323.333333,8.07,0.1605,10/6/23 10:30,,Person B,FALSE,,,,,,
,34,10,K-CT1-04-LC-4,,9/20/2023,9/26/2023,9/27/2023,30,1.207,1.2456,,38.6,1286.666667,8.06,0.1653,10/2/23 10,,Person B,FALSE,,,,,,
,34,11,K-CT1-04-GB-4,,9/20/2023,9/26/2023,9/27/2023,30,1.2021,1.2305,,28.4,946.6666667,8.09,0.1222,10/6/23 10:30,,Person B,FALSE,,,,,,
,34,12,K-CT2-04-GBH-4,,9/20/2023,9/26/2023,9/27/2023,30,1.2225,1.2439,,21.4,713.3333333,8.24,0.1591,10/2/23 10,,Person B,FALSE,,,,,,
,35,21,Stock Solution,,9/20/2023,9/27/2023,9/27/2023,30,1.2035,1.2065,,3,100,,,,,Person B,FALSE,,,,,,
,35,22,DI,,9/20/2023,9/27/2023,9/28/2023,30,1.1928,1.1927,,-0.1,-3.333333333,,,,,Person B,FALSE,,,,,,
,35,23,K-ST1-04-GB-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2136,1.2805,,66.9,2230,8.09,0.1623,10/6/23 10:30,,Person B,FALSE,,,,,,
,35,24,K-CT2-04-LC-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2108,1.2427,,31.9,1063.333333,8.17,0.1625,10/2/23 10,,Person B,FALSE,,,,,,
,35,25,K-MT2-04-GBH-4,,9/20/2023,9/27/2023,9/28/2023,30,1.1897,1.2062,,16.5,550,8.12,0.1614,10/2/23 11,,Person B,FALSE,,,,,,
,35,26,K-MT1-04-ISC-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2067,1.42,,213.3,7110,8,0.1645,10/2/23 10,,Person B,FALSE,,,,,,
,35,27,K-MT1-04-LC-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2062,1.3293,,123.1,4103.333333,8.29,0.1682,10/2/23 10,,Person B,FALSE,,,,,,
,35,28,K-MT1-04-GBH-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2073,1.2434,,36.1,1203.333333,8.1,0.1567,10/2/23 10,,Person B,FALSE,,,,,,
,35,29,K-MT1-04-GB-4,,9/20/2023,9/27/2023,9/28/2023,30,1.1938,1.2439,,50.1,1670,8,0.1637,10/6/23 10:30,,Person B,FALSE,,,,,,
,35,30,K-INF-04-GB-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2061,1.2072,,1.1,36.66666667,8.13,oor,10/6/23 10:30,,Person B,FALSE,,,,,,
,35,31,K-ST2-04-GBH-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2198,1.2991,,79.3,2643.333333,8,0.1642,10/6/23 10:30,,Person B,FALSE,,,,,,
,35,32,K-MT2-04-GB-4,,9/20/2023,9/27/2023,9/28/2023,30,1.1983,1.2233,,25,833.3333333,7.69,oor,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,9,Stock Solution,,9/20/2023,9/27/2023,9/28/2023,30,1.1985,1.2018,,3.3,110,,,,,Person B,FALSE,,,,,,
,36,10,DI,,9/20/2023,9/27/2023,9/28/2023,30,1.1924,1.1924,,0,0,,,,,Person B,FALSE,,,,,,
,36,11,K-ST1-04-ISC-4,,9/20/2023,9/27/2023,9/28/2023,30,1.21,1.3169,,106.9,3563.333333,8.1,0.1615,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,12,K-MT2-04-ISC-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2071,1.2789,,71.8,2393.333333,8.09,0.1443,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,13,K-ST2-04-GB-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2072,1.3272,,120,4000,8.22,0.1619,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,14,K-CT2-04-GBH-4-D,,9/20/2023,9/27/2023,9/28/2023,30,1.2143,1.2374,,23.1,770,8.1,0.1631,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,15,K-MT1-04-GBH-4-D,,9/20/2023,9/27/2023,9/28/2023,30,1.2208,1.26,,39.2,1306.666667,8.16,0.1635,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,16,K-ST1-04-LC-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2169,1.3519,,135,4500,8,0.1614,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,17,K-ST1-04-GBH-4,,9/20/2023,9/27/2023,9/28/2023,30,1.1982,1.2616,,63.4,2113.333333,8.05,0.1654,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,18,K-MT2-04-LC-4,,9/20/2023,9/27/2023,9/28/2023,30,1.1927,1.3765,,183.8,6126.666667,7.92,0.1657,10/6/23 10:30,,Person B,FALSE,,,,,,
,36,19,K-ST2-04-ISC-4,,9/20/2023,9/27/2023,9/28/2023,30,1.2157,1.2861,,70.4,2346.666667,8.08,0.1504,10/6/23 10:30,,Person B,FALSE,,,,,,
,37,1,Stock Solution,,,9/28/2023,10/2/2023,30,1.2077,1.2109,,3.2,106.6666667,,,,,Person B,TRUE,,,,,,
,37,2,DI,,,9/28/2023,10/2/2023,30,1.2174,1.2174,,0,0,,,,,Person B,TRUE,,,,,,
,37,3,K-ST2-05-ISC-4,,9/26/2023,9/28/2023,10/2/2023,30,1.2114,1.5693,,357.9,11930,8.11,0.1638,10/2/23 10,,Person B,FALSE,,,,,,
,37,4,K-ST2-05-GBH-4-D,,9/26/2023,9/28/2023,10/2/2023,30,1.2094,1.2718,,62.4,2080,8.2,0.1645,10/2/23 10,,Person B,FALSE,,,,,,
,37,5,K-ST2-04-LC-4,,9/20/2023,9/28/2023,10/2/2023,30,1.2091,1.3145,,105.4,3513.333333,8.02,0.1589,10/2/23 10,,Person B,TRUE,,,,,,
,37,6,K-INF-05-GBH-4-D,,9/26/2023,9/28/2023,10/2/2023,30,1.2153,1.2162,,0.9,30,7.85,0.1601,10/2/23 10,,Person B,FALSE,,,,,,
,37,7,K-ST1-05-GB-4,,9/26/2023,9/28/2023,10/2/2023,30,1.2094,1.2515,,42.1,1403.333333,8.18,0.1753,10/2/23 10,,Person B,FALSE,,,,,,
,37,8,K-ST2-05-GBH-4,,9/26/2023,9/28/2023,10/2/2023,30,1.2124,1.2599,,47.5,1583.333333,8.25,0.1594,10/2/23 10,,Person B,FALSE,,,,,,
,37,9,K-INF-05-GB-4,,9/26/2023,9/28/2023,10/2/2023,30,1.2102,1.2113,,1.1,36.66666667,7.89,0.1614,10/2/23 10,,Person B,FALSE,,,,,,
,37,10,K-ST2-05-LC-4,,9/26/2023,9/28/2023,10/2/2023,30,1.2024,1.2866,,84.2,2806.666667,8.07,0.1605,10/2/23 10,,Person B,FALSE,,,,,,
,37,11,K-ST2-05-GB-4,,9/26/2023,9/28/2023,10/2/2023,30,1.2182,1.5648,,346.6,11553.33333,8.03,0.1533,10/2/23 10,,Person B,FALSE,,,,,,
,37,12,K-INF-05-GBH-4,,9/26/2023,9/28/2023,10/2/2023,30,1.2139,1.2152,,1.3,43.33333333,7.54,0.2053,10/2/23 10,,Person B,FALSE,,,,,,
,38,13,Stock Solution,,9/26/2023,10/2/2023,10/4/2023,30,1.198,1.201,,3,100,,,,,Person B,FALSE,,,,,,
,38,14,DI,,9/26/2023,10/2/2023,10/4/2023,30,1.2077,1.2076,,-0.1,-3.333333333,,,,,Person B,FALSE,,,,,,
,38,15,K-MT1-05-GBH-4,,9/26/2023,10/2/2023,10/4/2023,30,1.2164,1.2764,,60,2000,8.17,0.1654,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,16,K-CT1-05-LC-4,,9/26/2023,10/2/2023,10/4/2023,30,1.2017,1.2264,,24.7,823.3333333,8.27,0.1667,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,17,K-MT2-05-GB-4,,9/26/2023,10/2/2023,10/4/2023,30,1.2004,1.2261,,25.7,856.6666667,8.24,0.1656,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,18,K-CT2-05-GBH-4,,9/26/2023,10/2/2023,10/4/2023,30,1.1997,1.2596,,59.9,1996.666667,8.23,0.1645,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,19,K-CT1-05-GBH-4,,9/26/2023,10/2/2023,10/4/2023,30,1.1941,1.209,,14.9,496.6666667,8.32,0.1632,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,20,K-CT1-05-ISC-4,,9/26/2023,10/2/2023,10/4/2023,30,1.1865,1.2019,,15.4,513.3333333,8.3,0.1666,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,21,K-CT1-05-GB-4,,9/26/2023,10/2/2023,10/4/2023,30,1.1933,1.215,,21.7,723.3333333,8.29,0.162,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,22,K-ST1-05-GBH-4,,9/26/2023,10/2/2023,10/4/2023,30,1.2041,1.238,,33.9,1130,8.27,0.1623,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,23,K-ST1-05-ISC-4,,9/26/2023,10/2/2023,10/4/2023,30,1.2351,1.2841,,49,1633.333333,8.22,0.162,10/6/23 10:30,,Person B,FALSE,,,,,,
,38,24,K-ST1-05-LC-4,,9/26/2023,10/2/2023,10/4/2023,30,1.1784,1.2827,,104.3,3476.666667,8.2,0.1645,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,1,Stock Solution,,9/26/2023,10/3/2023,10/4/2023,30,1.2189,1.2218,,2.9,96.66666667,,,,,Person B,FALSE,,,,,,
,39,2,DI,,9/26/2023,10/3/2023,10/4/2023,30,1.2274,1.2272,,-0.2,-6.666666667,,,,,Person B,FALSE,,,,,,
,39,3,K-CT2-05-GB-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2152,1.2965,,81.3,2710,8.17,0.169,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,4,K-CT2-05-LC-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2122,1.2843,,72.1,2403.333333,8.12,0.1631,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,5,K-MT2-05-LC-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2123,1.2845,,72.2,2406.666667,8.12,0.162,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,6,K-INF-04-GBH-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2195,1.2205,,1,33.33333333,7.45,0.198,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,7,K-MT1-05-GB-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2127,1.2653,,52.6,1753.333333,7.97,0.1652,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,8,K-MT2-05-GBH-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2074,1.228,,20.6,686.6666667,8.2,0.163,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,9,K-MT1-05-ISC-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2094,1.3694,,160,5333.333333,8.17,0.1655,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,10,K-MT2-05-ISC-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2021,1.2281,,26,866.6666667,8.23,0.1575,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,11,K-CT2-05-ISC-4,,9/26/2023,10/3/2023,10/4/2023,30,1.1993,1.2964,,97.1,3236.666667,8.23,0.1634,10/6/23 10:30,,Person B,FALSE,,,,,,
,39,12,K-MT1-05-LC-4,,9/26/2023,10/3/2023,10/4/2023,30,1.2179,2.0866,,868.7,28956.66667,8.06,0.1633,10/6/23 10:30,,Person B,FALSE,,,,,,
,40,1,Stock Solution,,10/11/2023,10/16/2023,10/18/2023,30,1.2201,1.2232,,3.1,103.3333333,,,,,Person B,FALSE,,,,,,
,40,2,DI,,10/11/2023,10/16/2023,10/18/2023,30,1.225,1.2248,,-0.2,-6.666666667,,,,,Person B,FALSE,,,,,,
,40,3,TR-05-GB-4,,10/11/2023,10/16/2023,10/18/2023,30,1.2161,1.2162,,0.1,3.333333333,8.22,0.441,10/19/23 2:30,,Person B,FALSE,,,,,,
,40,4,TR-05-GB-4-D,,10/11/2023,10/16/2023,10/18/2023,30,1.2108,1.2115,,0.7,23.33333333,8.2,0.577,10/19/23 2:30,,Person B,FALSE,,,,,,
,40,5,SCA-05-GB-4-D,,10/11/2023,10/16/2023,10/18/2023,30,1.2114,1.2134,,2,66.66666667,8.22,0.362,10/19/23 2:30,,Person B,FALSE,,,,,,
,40,6,MOR-05-GB-4-D,,10/11/2023,10/16/2023,10/18/2023,30,1.217,1.2171,,0.1,3.333333333,7.91,oor,10/19/23 2:30,,Person B,FALSE,,,,,,
,40,7,MOR-05-GB-4,,10/11/2023,10/16/2023,10/18/2023,30,1.2129,1.213,,0.1,3.333333333,7.53,oor,10/19/23 2:30,,Person B,FALSE,,,,,,
,40,8,SCA-05-GB-4,,10/11/2023,10/16/2023,10/18/2023,30,1.2078,1.2096,,1.8,60,8.2,0.32,10/19/23 2:30,,Person B,FALSE,,,,,,
,41,13,Stock Solution,,10/11/2023,10/18/2023,10/20/2023,30,1.1979,1.201,,3.1,103.3333333,,,,,Person B,FALSE,,,,,,
,41,14,DI,,10/11/2023,10/18/2023,10/20/2023,30,1.2034,1.2035,,0.1,3.333333333,,,,,Person B,FALSE,,,,,,
,41,15,SB-05-OT-ISC-4,,10/11/2023,10/18/2023,10/20/2023,30,1.2197,1.221,,1.3,43.33333333,7.92,oor,10/19/23 2:30,,Person B,FALSE,,,,,,
,41,16,SCO-05-GB-4,,10/11/2023,10/18/2023,10/20/2023,30,1.2045,1.2049,,0.4,13.33333333,8.01,0.44,10/19/23 2:30,,Person B,FALSE,,,,,,
,41,17,BK-SB-05-4,,10/11/2023,10/18/2023,10/20/2023,30,1.2035,1.2037,,0.2,6.666666667,6.74,oor,10/19/23 2:30,,Person B,FALSE,,,,,,
,41,18,SB-05-OT-ISC-4-D,,10/11/2023,10/18/2023,10/20/2023,30,1.1996,1.2013,,1.7,56.66666667,8.15,0.203,10/19/23 2:30,,Person B,FALSE,,,,,,
,41,19,SCI-05-GB-4,,10/11/2023,10/18/2023,10/20/2023,30,1.1962,1.2021,,5.9,196.6666667,8.3,0.441,10/19/23 2:30,,Person B,FALSE,,,,,,
,41,20,SCO-05-GB-4-D,,10/11/2023,10/18/2023,10/20/2023,30,1.1862,1.1865,,0.3,10,8.1,0.442,10/19/23 2:30,,Person B,FALSE,,,,,,
,41,21,SCI-05-GB-4-D,,10/11/2023,10/18/2023,10/20/2023,30,1.1898,1.1967,,6.9,230,8.16,0.445,10/19/23 2:30,,Person B,FALSE,,,,,,
,42,1,Stock Solution,,11/7/2023,11/13/2023,11/15/2023,30,1.209,1.2118,,2.8,93.33333333,,,,,Person B,FALSE,,,,,,
,42,11,DI,,11/7/2023,11/13/2023,11/15/2023,30,1.2208,1.2209,,0.1,3.333333333,,,,,Person B,FALSE,,,,,,
,42,3,BT-RVA-4,,11/7/2023,11/13/2023,11/15/2023,30,1.2103,1.2115,,1.2,40,,,,,Person B,FALSE,,,,,,
,42,4,BT-RVB-4,,11/7/2023,11/13/2023,11/15/2023,30,1.2101,1.2112,,1.1,36.66666667,,,,,Person B,FALSE,,,,,,
,42,5,BT-RVMID-4,,11/7/2023,11/13/2023,11/15/2023,30,1.2109,1.2118,,0.9,30,,,,,Person B,FALSE,,,,,,
,42,6,HOL-DOWN-4,,11/7/2023,11/13/2023,11/15/2023,30,1.2145,1.2161,,1.6,53.33333333,,,,,Person B,FALSE,,,,,,
,42,7,HOL-CON-4,,11/7/2023,11/13/2023,11/15/2023,30,1.2092,1.2104,,1.2,40,,,,,Person B,FALSE,,,,,,
,42,8,HOL-UP-4,,11/7/2023,11/13/2023,11/15/2023,30,1.2119,1.2145,,2.6,86.66666667,,,,,Person B,FALSE,,,,,,
,42,9,HOL-MID-4,,11/7/2023,11/13/2023,11/15/2023,30,1.2127,1.2216,,8.9,296.6666667,,,,,Person B,FALSE,,,,,,
,42,10,BT-TDR-4,,11/7/2023,11/13/2023,11/15/2023,30,1.2029,1.2058,,2.9,96.66666667,,,,,Person B,FALSE,,,,,,
